alarm_description,Severity,Alarm ID,Alarm Source,Location Info,Other Information,Last Occurred (ST),Acknowledged On (ST),Fiber/Cable Name,Cleared By,Acknowledged By,Clearance Status,Acknowledgement Status,Alarm Serial Number
2,1,12301,65,0,208,2025-05-14 12:00:00,2025-05-14 16:00:00,109,3,3,0,0,26890259
1,1,4,22,924,82,2025-05-12 00:00:00,2025-05-12 08:00:00,13,4,1,0,0,25514719
0,3,199,8,837,145,2025-05-03 20:00:00,2025-05-04 00:00:00,108,1,1,0,0,26885327
1,1,14152,7,381,128,2025-05-06 18:00:00,2025-05-06 20:00:00,12,1,1,0,0,27927467
2,2,12926,19,117,267,2025-05-15 18:00:00,2025-05-15 22:00:00,15,3,3,0,0,25755284
2,3,25,10,937,186,2025-05-10 02:00:00,2025-05-10 04:00:00,13,1,2,0,0,25981710
0,0,299,16,571,208,2025-05-09 03:00:00,2025-05-09 12:00:00,109,4,3,0,0,26638141
2,3,14152,25,1056,257,2025-05-04 01:00:00,2025-05-04 09:00:00,0,3,3,0,0,26515821
0,2,12544,3,780,123,2025-05-05 06:00:00,2025-05-05 15:00:00,0,3,3,0,0,25528628
2,2,186,15,171,123,2025-05-10 08:00:00,2025-05-10 12:00:00,108,4,2,0,0,26538394
2,3,187,37,967,145,2025-05-06 02:00:00,2025-05-06 03:00:00,108,4,3,0,0,26423624
0,0,13987,26,939,233,2025-05-05 05:00:00,2025-05-05 08:00:00,12,4,3,0,0,25449120
0,3,235,57,265,206,2025-05-11 23:00:00,2025-05-12 06:00:00,21,3,2,0,0,27928893
0,0,14102,9,1015,233,2025-05-19 00:00:00,2025-05-19 01:00:00,12,4,2,0,0,27359528
2,3,187,32,893,232,2025-05-17 23:00:00,2025-05-18 07:00:00,107,1,2,0,0,26501008
2,2,63604,8,853,202,2025-05-07 16:00:00,2025-05-08 01:00:00,15,3,1,0,0,25876036
1,1,199,24,481,205,2025-05-10 16:00:00,2025-05-11 00:00:00,15,4,2,0,0,25399150
0,1,14102,41,537,207,2025-05-12 10:00:00,2025-05-12 15:00:00,0,3,1,0,0,25595168
2,0,327,6,340,60,2025-05-11 17:00:00,2025-05-12 02:00:00,63,1,1,0,0,26419887
2,0,299,64,900,219,2025-05-13 22:00:00,2025-05-14 02:00:00,12,1,3,0,0,26510676
0,0,13417,52,955,197,2025-05-06 18:00:00,2025-05-07 03:00:00,108,4,1,0,0,27109267
1,2,235,41,561,194,2025-05-10 10:00:00,2025-05-10 11:00:00,15,3,3,0,0,27509777
0,3,13552,65,1030,267,2025-05-12 08:00:00,2025-05-12 11:00:00,108,4,1,0,0,26997627
1,2,12350,44,765,197,2025-05-18 17:00:00,2025-05-18 21:00:00,12,3,2,0,0,26971684
2,1,12545,50,971,205,2025-05-14 04:00:00,2025-05-14 05:00:00,13,4,3,0,0,27798356
1,0,236,40,851,258,2025-05-17 02:00:00,2025-05-17 08:00:00,108,4,1,0,0,25354612
2,3,12580,11,893,104,2025-05-04 13:00:00,2025-05-04 17:00:00,63,3,3,0,0,26034466
0,1,12306,22,80,192,2025-05-13 02:00:00,2025-05-13 06:00:00,15,3,2,0,0,26728559
0,1,187,66,614,229,2025-05-10 00:00:00,2025-05-10 01:00:00,12,1,1,0,0,27894583
0,1,1,14,881,244,2025-05-15 22:00:00,2025-05-16 03:00:00,21,1,1,0,0,25876036
1,2,186,35,1075,204,2025-05-03 17:00:00,2025-05-04 02:00:00,21,3,2,0,0,25594349
2,0,327,3,1001,232,2025-05-11 16:00:00,2025-05-11 22:00:00,12,1,1,0,0,27923957
0,1,13987,32,920,49,2025-05-06 14:00:00,2025-05-06 22:00:00,21,1,1,0,0,27145579
0,0,299,39,903,258,2025-05-17 19:00:00,2025-05-17 23:00:00,15,3,3,0,0,27954229
2,2,119,65,971,221,2025-05-18 18:00:00,2025-05-19 03:00:00,13,3,1,0,0,25761194
0,1,14102,54,537,229,2025-05-16 14:00:00,2025-05-16 21:00:00,108,3,2,0,0,27741385
2,2,4,8,150,161,2025-05-17 05:00:00,2025-05-17 12:00:00,63,4,1,0,0,27723618
2,2,299,8,261,186,2025-05-03 06:00:00,2025-05-03 14:00:00,109,3,3,0,0,27855446
2,0,299,47,1037,169,2025-05-15 19:00:00,2025-05-15 21:00:00,15,3,1,0,0,27343039
2,1,12926,33,949,197,2025-05-11 02:00:00,2025-05-11 08:00:00,0,3,3,0,0,27569628
2,2,119,27,136,65,2025-05-11 11:00:00,2025-05-11 18:00:00,107,1,1,0,0,27386300
1,1,32,1,969,201,2025-05-01 20:00:00,2025-05-01 23:00:00,107,3,3,0,0,27522041
0,0,13142,3,177,232,2025-05-13 18:00:00,2025-05-14 02:00:00,15,1,3,0,0,27473674
1,2,32,28,853,227,2025-05-18 21:00:00,2025-05-18 22:00:00,12,4,1,0,0,25980946
0,0,12587,43,968,215,2025-05-07 18:00:00,2025-05-07 19:00:00,108,3,2,0,0,27508311
1,1,299,10,614,215,2025-05-15 19:00:00,2025-05-15 22:00:00,12,3,2,0,0,25981710
2,1,12305,10,505,244,2025-05-11 23:00:00,2025-05-12 05:00:00,12,1,1,0,0,25552402
0,0,13056,6,869,188,2025-05-03 19:00:00,2025-05-04 02:00:00,0,4,1,0,0,27697834
0,3,12350,37,840,62,2025-05-05 10:00:00,2025-05-05 12:00:00,21,3,1,0,0,27814746
1,2,236,58,0,129,2025-05-17 15:00:00,2025-05-17 21:00:00,107,4,1,0,0,27389852
1,1,12544,64,465,198,2025-05-03 18:00:00,2025-05-03 23:00:00,109,4,1,0,0,26786626
0,1,12544,24,622,201,2025-05-09 06:00:00,2025-05-09 12:00:00,109,3,2,0,0,25557678
1,2,12306,51,149,198,2025-05-08 23:00:00,2025-05-09 00:00:00,108,4,3,0,0,27764027
1,0,327,65,853,161,2025-05-01 01:00:00,2025-05-01 08:00:00,107,4,3,0,0,26464901
1,0,12956,61,406,204,2025-05-11 16:00:00,2025-05-12 00:00:00,0,3,2,0,0,26682166
2,0,12545,53,340,202,2025-05-01 00:00:00,2025-05-01 07:00:00,15,1,2,0,0,26168226
2,3,12545,17,406,202,2025-05-15 21:00:00,2025-05-16 06:00:00,12,3,3,0,0,27734896
1,3,32,50,832,194,2025-05-05 18:00:00,2025-05-05 19:00:00,12,4,2,0,0,26274831
1,1,12544,38,81,196,2025-05-17 06:00:00,2025-05-17 15:00:00,63,3,1,0,0,27778306
2,0,114,27,551,111,2025-05-04 15:00:00,2025-05-04 18:00:00,63,1,2,0,0,27779708
2,2,186,51,471,123,2025-05-09 04:00:00,2025-05-09 06:00:00,63,4,2,0,0,27757214
0,1,12307,56,537,201,2025-05-04 19:00:00,2025-05-05 01:00:00,21,4,2,0,0,25426712
0,2,13056,59,576,204,2025-05-12 09:00:00,2025-05-12 14:00:00,109,1,2,0,0,27932017
2,1,12350,34,1034,134,2025-05-15 07:00:00,2025-05-15 11:00:00,63,1,3,0,0,27553292
1,3,12301,48,695,125,2025-05-07 15:00:00,2025-05-07 19:00:00,12,4,3,0,0,25557351
1,1,4,24,1040,197,2025-05-08 04:00:00,2025-05-08 12:00:00,107,1,3,0,0,27707319
1,3,187,26,479,162,2025-05-02 08:00:00,2025-05-02 11:00:00,107,3,3,0,0,26640269
1,1,114,16,1037,166,2025-05-04 00:00:00,2025-05-04 01:00:00,21,1,1,0,0,27918663
0,0,199,50,541,104,2025-05-19 00:00:00,2025-05-19 05:00:00,107,3,1,0,0,27522041
2,2,299,4,1046,206,2025-05-18 08:00:00,2025-05-18 16:00:00,12,4,3,0,0,25758493
1,0,4,63,415,194,2025-05-09 03:00:00,2025-05-09 06:00:00,109,4,3,0,0,27678555
0,1,186,65,333,101,2025-05-12 19:00:00,2025-05-12 21:00:00,109,4,3,0,0,27415616
1,1,13552,51,171,125,2025-05-04 14:00:00,2025-05-04 15:00:00,109,4,2,0,0,27389852
2,1,4,66,462,208,2025-05-13 20:00:00,2025-05-14 00:00:00,15,4,1,0,0,27863529
0,3,13203,30,789,60,2025-05-10 07:00:00,2025-05-10 09:00:00,15,1,1,0,0,26919026
2,2,236,14,1041,165,2025-05-02 19:00:00,2025-05-03 03:00:00,15,1,2,0,0,27697732
2,2,236,17,967,204,2025-05-14 23:00:00,2025-05-15 08:00:00,15,4,2,0,0,27404820
0,1,13142,2,689,143,2025-05-06 17:00:00,2025-05-06 18:00:00,107,1,2,0,0,27962151
0,1,13933,13,940,265,2025-05-12 05:00:00,2025-05-12 07:00:00,13,1,1,0,0,27906072
0,3,12544,36,170,115,2025-05-15 22:00:00,2025-05-16 04:00:00,107,4,2,0,0,26699747
0,0,12306,22,872,60,2025-05-02 11:00:00,2025-05-02 18:00:00,13,1,2,0,0,27826704
0,0,12926,14,872,142,2025-05-02 09:00:00,2025-05-02 11:00:00,107,4,2,0,0,26890259
0,2,13142,43,537,206,2025-05-04 15:00:00,2025-05-04 23:00:00,12,4,3,0,0,25593991
0,3,13203,30,703,82,2025-05-07 01:00:00,2025-05-07 10:00:00,0,4,2,0,0,25832938
1,1,12306,1,1056,134,2025-05-01 15:00:00,2025-05-01 23:00:00,0,4,3,0,0,27898572
2,2,12305,23,855,161,2025-05-10 16:00:00,2025-05-11 01:00:00,15,1,1,0,0,25390877
0,3,12926,30,1041,145,2025-05-18 12:00:00,2025-05-18 18:00:00,0,1,1,0,0,25390877
1,0,12308,37,916,1,2025-05-02 16:00:00,2025-05-02 23:00:00,108,3,1,0,0,26461927
1,3,12307,8,643,198,2025-05-11 14:00:00,2025-05-11 20:00:00,21,3,3,0,0,27854685
1,0,13203,12,1075,117,2025-05-12 16:00:00,2025-05-12 23:00:00,21,4,2,0,0,25875884
2,3,32,32,838,197,2025-05-06 05:00:00,2025-05-06 08:00:00,0,3,1,0,0,27553799
0,2,236,38,242,60,2025-05-01 07:00:00,2025-05-01 11:00:00,21,1,2,0,0,26023975
1,0,32,40,991,165,2025-05-16 07:00:00,2025-05-16 16:00:00,13,1,3,0,0,25635278
2,2,12545,17,939,123,2025-05-15 13:00:00,2025-05-15 16:00:00,12,3,1,0,0,27347487
2,2,14102,26,614,176,2025-05-15 03:00:00,2025-05-15 05:00:00,21,3,2,0,0,25513556
2,0,13142,65,302,209,2025-05-17 17:00:00,2025-05-18 00:00:00,12,1,2,0,0,27953333
1,0,13987,63,1044,97,2025-05-14 11:00:00,2025-05-14 17:00:00,15,3,1,0,0,26971253
0,1,12306,32,117,103,2025-05-08 07:00:00,2025-05-08 10:00:00,0,1,2,0,0,25756139
1,1,1,10,840,189,2025-05-10 11:00:00,2025-05-10 17:00:00,12,1,3,0,0,27718484
1,1,236,63,631,104,2025-05-14 10:00:00,2025-05-14 17:00:00,63,3,1,0,0,27188111
0,2,14102,23,911,145,2025-05-17 17:00:00,2025-05-17 23:00:00,15,3,1,0,0,25510305
0,2,327,7,379,165,2025-05-16 06:00:00,2025-05-16 07:00:00,12,4,1,0,0,25426712
0,1,13203,64,11,1,2025-05-01 17:00:00,2025-05-01 18:00:00,108,4,1,0,0,27736149
2,2,236,37,142,1,2025-05-03 07:00:00,2025-05-03 16:00:00,21,4,3,0,0,27633650
0,2,12544,32,1054,194,2025-05-17 22:00:00,2025-05-18 04:00:00,108,4,3,0,0,26464901
1,0,1,5,170,265,2025-05-02 10:00:00,2025-05-02 12:00:00,13,4,2,0,0,27902104
0,0,114,20,698,207,2025-05-17 05:00:00,2025-05-17 06:00:00,15,1,3,0,0,27492678
1,2,13417,39,831,115,2025-05-05 21:00:00,2025-05-05 23:00:00,109,3,2,0,0,27908779
2,1,13552,20,467,230,2025-05-12 17:00:00,2025-05-13 01:00:00,109,1,2,0,0,25868833
1,3,12544,45,995,169,2025-05-11 13:00:00,2025-05-11 18:00:00,12,4,1,0,0,25395141
1,1,299,48,975,197,2025-05-09 20:00:00,2025-05-10 03:00:00,21,4,2,0,0,26704585
0,3,12545,45,921,66,2025-05-03 12:00:00,2025-05-03 19:00:00,0,3,1,0,0,27848676
0,1,114,6,295,216,2025-05-04 15:00:00,2025-05-04 17:00:00,109,1,2,0,0,25432492
1,0,4,34,1030,209,2025-05-12 06:00:00,2025-05-12 10:00:00,0,4,3,0,0,25876623
0,2,13056,54,878,244,2025-05-15 10:00:00,2025-05-15 12:00:00,109,4,1,0,0,25980946
2,2,12544,30,970,143,2025-05-02 07:00:00,2025-05-02 14:00:00,15,4,2,0,0,27264623
2,0,13142,17,937,265,2025-05-17 11:00:00,2025-05-17 16:00:00,109,4,3,0,0,26236232
0,3,327,50,834,257,2025-05-06 12:00:00,2025-05-06 13:00:00,107,1,3,0,0,25713463
2,3,235,48,940,123,2025-05-03 15:00:00,2025-05-03 17:00:00,12,1,1,0,0,27410074
0,3,12305,56,284,145,2025-05-09 06:00:00,2025-05-09 12:00:00,13,4,1,0,0,26327677
1,0,119,1,136,61,2025-05-11 15:00:00,2025-05-11 19:00:00,109,1,1,0,0,25306115
1,3,12350,25,576,115,2025-05-15 05:00:00,2025-05-15 12:00:00,21,4,2,0,0,26531370
2,0,13203,63,80,66,2025-05-07 10:00:00,2025-05-07 12:00:00,13,3,1,0,0,27952128
0,1,13056,33,164,145,2025-05-10 14:00:00,2025-05-10 16:00:00,0,3,3,0,0,26699438
0,1,12301,24,991,185,2025-05-13 12:00:00,2025-05-13 18:00:00,108,3,3,0,0,26465742
2,0,32,27,328,125,2025-05-02 10:00:00,2025-05-02 18:00:00,63,1,1,0,0,26966635
1,2,114,59,893,61,2025-05-02 01:00:00,2025-05-02 02:00:00,63,4,1,0,0,25880857
2,1,12306,40,1048,189,2025-05-01 22:00:00,2025-05-02 03:00:00,13,3,3,0,0,27420921
1,3,12926,52,265,206,2025-05-06 20:00:00,2025-05-06 21:00:00,108,3,2,0,0,25354641
0,0,12587,17,891,82,2025-05-17 02:00:00,2025-05-17 08:00:00,21,1,3,0,0,26542775
1,3,12350,2,703,189,2025-05-12 20:00:00,2025-05-13 03:00:00,13,1,3,0,0,26328801
2,3,12307,46,863,206,2025-05-14 07:00:00,2025-05-14 13:00:00,0,3,3,0,0,26549193
0,2,12305,53,663,103,2025-05-07 11:00:00,2025-05-07 20:00:00,15,4,1,0,0,27732586
2,3,12544,3,925,238,2025-05-18 11:00:00,2025-05-18 14:00:00,13,4,2,0,0,27847843
2,2,13933,21,563,209,2025-05-05 16:00:00,2025-05-06 00:00:00,63,4,2,0,0,27835253
1,1,12306,54,920,110,2025-05-17 05:00:00,2025-05-17 08:00:00,107,3,1,0,0,26489078
2,0,12580,30,916,123,2025-05-06 18:00:00,2025-05-07 01:00:00,63,1,3,0,0,26767616
1,3,236,41,103,55,2025-05-18 13:00:00,2025-05-18 18:00:00,108,4,1,0,0,25447149
0,0,187,22,783,104,2025-05-16 13:00:00,2025-05-16 14:00:00,0,3,1,0,0,27932017
1,3,13142,29,851,196,2025-05-18 09:00:00,2025-05-18 13:00:00,21,3,2,0,0,27789681
0,0,13203,33,991,66,2025-05-09 16:00:00,2025-05-10 01:00:00,12,1,2,0,0,25390877
1,3,63604,42,899,97,2025-05-14 10:00:00,2025-05-14 18:00:00,107,4,1,0,0,25741466
2,3,13056,9,419,123,2025-05-16 03:00:00,2025-05-16 06:00:00,13,3,1,0,0,26754137
1,3,12580,54,929,197,2025-05-18 21:00:00,2025-05-18 23:00:00,107,4,2,0,0,27054195
1,3,14152,44,1037,205,2025-05-04 13:00:00,2025-05-04 22:00:00,108,4,2,0,0,27778306
0,3,13203,23,949,244,2025-05-12 20:00:00,2025-05-12 21:00:00,0,4,3,0,0,26832300
2,3,12350,38,893,162,2025-05-03 11:00:00,2025-05-03 20:00:00,21,3,1,0,0,26524119
1,3,14152,61,904,129,2025-05-03 05:00:00,2025-05-03 12:00:00,13,4,3,0,0,27906072
2,3,12307,26,571,128,2025-05-04 20:00:00,2025-05-04 22:00:00,0,1,3,0,0,27702529
1,3,114,20,898,198,2025-05-14 12:00:00,2025-05-14 17:00:00,13,3,3,0,0,27291824
1,0,14152,49,1056,229,2025-05-16 12:00:00,2025-05-16 14:00:00,21,3,2,0,0,27707381
2,2,2,60,379,103,2025-05-12 00:00:00,2025-05-12 05:00:00,13,4,3,0,0,27443134
1,3,12956,20,920,219,2025-05-16 21:00:00,2025-05-17 04:00:00,0,4,2,0,0,26411572
2,2,12350,46,410,55,2025-05-09 20:00:00,2025-05-10 01:00:00,13,4,2,0,0,25928752
1,3,12350,33,549,257,2025-05-14 20:00:00,2025-05-14 22:00:00,0,3,2,0,0,27958869
0,3,235,35,703,145,2025-05-01 09:00:00,2025-05-01 14:00:00,108,1,1,0,0,25552631
2,0,63604,4,904,244,2025-05-15 21:00:00,2025-05-16 03:00:00,15,1,3,0,0,26904089
1,1,119,59,183,106,2025-05-09 10:00:00,2025-05-09 15:00:00,0,3,2,0,0,27893444
1,1,119,23,163,117,2025-05-09 03:00:00,2025-05-09 05:00:00,107,1,1,0,0,26952360
0,0,13552,3,703,232,2025-05-03 09:00:00,2025-05-03 15:00:00,15,4,1,0,0,26403501
2,2,14102,26,845,225,2025-05-11 15:00:00,2025-05-11 21:00:00,13,3,1,0,0,27898572
1,1,14152,42,1058,61,2025-05-10 06:00:00,2025-05-10 08:00:00,0,1,2,0,0,26529942
0,0,13056,33,783,101,2025-05-16 08:00:00,2025-05-16 12:00:00,0,3,2,0,0,27293217
1,0,12350,60,375,186,2025-05-08 11:00:00,2025-05-08 18:00:00,107,1,2,0,0,26033574
2,1,13552,17,618,161,2025-05-18 09:00:00,2025-05-18 10:00:00,12,3,1,0,0,27416204
1,2,199,42,834,61,2025-05-16 01:00:00,2025-05-16 02:00:00,15,1,2,0,0,27811719
1,0,13552,65,479,219,2025-05-02 10:00:00,2025-05-02 16:00:00,15,3,3,0,0,26276201
1,3,12350,38,904,192,2025-05-15 22:00:00,2025-05-16 05:00:00,0,3,2,0,0,27282748
1,2,2,39,839,227,2025-05-05 06:00:00,2025-05-05 11:00:00,13,3,2,0,0,27473326
0,2,12545,29,767,193,2025-05-07 16:00:00,2025-05-08 00:00:00,21,3,3,0,0,25422695
0,1,14102,34,441,216,2025-05-09 07:00:00,2025-05-09 11:00:00,21,3,2,0,0,27109267
2,1,13417,52,924,169,2025-05-07 15:00:00,2025-05-07 18:00:00,15,4,2,0,0,26033574
0,3,12956,10,911,134,2025-05-08 14:00:00,2025-05-08 21:00:00,12,3,2,0,0,26601515
0,0,13552,13,398,198,2025-05-15 16:00:00,2025-05-15 20:00:00,21,3,2,0,0,26723779
2,1,199,35,831,166,2025-05-06 15:00:00,2025-05-06 16:00:00,109,3,1,0,0,27764027
0,1,2,5,327,161,2025-05-18 21:00:00,2025-05-19 05:00:00,21,1,2,0,0,26965455
0,2,13933,34,685,221,2025-05-17 13:00:00,2025-05-17 18:00:00,63,3,3,0,0,25555825
2,1,12306,41,963,204,2025-05-10 09:00:00,2025-05-10 17:00:00,15,4,3,0,0,25356894
2,1,12926,45,150,162,2025-05-17 07:00:00,2025-05-17 15:00:00,12,3,1,0,0,25687495
2,1,12306,6,779,225,2025-05-11 02:00:00,2025-05-11 07:00:00,13,1,2,0,0,25668499
1,1,12587,21,89,110,2025-05-05 09:00:00,2025-05-05 17:00:00,0,1,3,0,0,25785035
1,2,186,48,94,97,2025-05-03 22:00:00,2025-05-04 05:00:00,108,3,1,0,0,25667998
2,3,13142,57,317,197,2025-05-04 04:00:00,2025-05-04 07:00:00,107,3,2,0,0,27656301
2,3,13142,63,699,230,2025-05-03 05:00:00,2025-05-03 09:00:00,15,3,1,0,0,25384835
2,0,12580,3,1035,257,2025-05-12 12:00:00,2025-05-12 19:00:00,12,3,2,0,0,26053003
1,1,13142,61,689,145,2025-05-05 14:00:00,2025-05-05 18:00:00,0,1,1,0,0,27862074
1,2,13142,4,415,143,2025-05-10 07:00:00,2025-05-10 13:00:00,108,3,1,0,0,27429833
0,0,12587,22,969,196,2025-05-04 02:00:00,2025-05-04 04:00:00,63,1,3,0,0,27530318
0,0,13552,43,283,196,2025-05-01 13:00:00,2025-05-01 15:00:00,15,1,3,0,0,27776414
2,3,114,21,364,145,2025-05-11 17:00:00,2025-05-11 20:00:00,13,4,1,0,0,27482718
1,2,1,4,929,199,2025-05-08 20:00:00,2025-05-09 03:00:00,107,1,2,0,0,25341435
1,2,12307,14,408,60,2025-05-16 03:00:00,2025-05-16 06:00:00,108,3,2,0,0,26916866
1,2,13203,55,977,193,2025-05-10 22:00:00,2025-05-11 01:00:00,13,3,2,0,0,27004776
2,3,186,50,164,193,2025-05-17 16:00:00,2025-05-17 20:00:00,21,3,2,0,0,25763807
0,3,12350,50,171,111,2025-05-14 21:00:00,2025-05-15 03:00:00,0,3,2,0,0,27452309
2,3,13203,57,159,145,2025-05-13 15:00:00,2025-05-13 16:00:00,15,4,3,0,0,26529942
0,3,12301,35,727,192,2025-05-04 18:00:00,2025-05-05 00:00:00,0,4,1,0,0,27736822
0,3,1,24,850,162,2025-05-17 07:00:00,2025-05-17 15:00:00,108,4,3,0,0,27685743
2,1,13142,10,373,115,2025-05-08 15:00:00,2025-05-08 23:00:00,109,4,2,0,0,26642105
0,1,13987,25,587,185,2025-05-01 16:00:00,2025-05-01 22:00:00,109,1,1,0,0,27787442
0,2,25,27,1046,166,2025-05-01 11:00:00,2025-05-01 17:00:00,107,4,2,0,0,26247103
1,0,12305,3,903,163,2025-05-07 21:00:00,2025-05-08 00:00:00,21,1,2,0,0,27633650
0,2,12544,62,649,208,2025-05-07 01:00:00,2025-05-07 03:00:00,63,3,1,0,0,26640049
2,0,12305,39,968,167,2025-05-12 17:00:00,2025-05-13 00:00:00,12,1,2,0,0,27814746
2,3,32,31,1052,165,2025-05-02 12:00:00,2025-05-02 20:00:00,15,1,3,0,0,26909782
0,0,14152,58,872,233,2025-05-03 21:00:00,2025-05-04 03:00:00,15,4,3,0,0,26621502
1,2,299,32,833,225,2025-05-08 00:00:00,2025-05-08 05:00:00,108,3,3,0,0,27230190
1,2,12580,57,930,60,2025-05-14 22:00:00,2025-05-15 02:00:00,109,3,2,0,0,27856870
0,0,13056,22,869,265,2025-05-08 01:00:00,2025-05-08 02:00:00,63,4,3,0,0,26175444
0,1,32,63,899,208,2025-05-11 12:00:00,2025-05-11 21:00:00,108,1,2,0,0,27633650
2,3,32,17,478,227,2025-05-15 09:00:00,2025-05-15 13:00:00,63,4,2,0,0,27111027
0,3,25,21,663,233,2025-05-13 08:00:00,2025-05-13 10:00:00,109,1,3,0,0,25931162
1,2,14102,16,782,258,2025-05-18 22:00:00,2025-05-19 02:00:00,13,4,3,0,0,27293217
0,1,12587,48,577,129,2025-05-06 21:00:00,2025-05-07 02:00:00,108,4,2,0,0,27873337
2,0,4,21,182,194,2025-05-17 00:00:00,2025-05-17 02:00:00,12,3,2,0,0,25771925
2,3,32,19,1035,197,2025-05-12 08:00:00,2025-05-12 15:00:00,63,3,2,0,0,27923098
2,1,199,59,328,167,2025-05-10 08:00:00,2025-05-10 11:00:00,21,3,2,0,0,25771925
2,3,32,42,49,244,2025-05-08 14:00:00,2025-05-08 22:00:00,108,4,3,0,0,26944369
2,1,12544,10,527,233,2025-05-10 04:00:00,2025-05-10 08:00:00,13,3,2,0,0,27819523
0,1,12545,42,911,166,2025-05-03 04:00:00,2025-05-03 09:00:00,12,3,2,0,0,27735842
0,2,13142,14,995,221,2025-05-05 21:00:00,2025-05-06 00:00:00,109,4,2,0,0,27282748
0,3,13142,65,665,203,2025-05-16 04:00:00,2025-05-16 09:00:00,107,3,2,0,0,27682150
0,0,12545,19,406,198,2025-05-07 14:00:00,2025-05-07 23:00:00,15,1,2,0,0,26840506
2,2,12544,48,923,181,2025-05-06 15:00:00,2025-05-06 17:00:00,15,3,1,0,0,26475192
1,2,13203,5,990,115,2025-05-18 05:00:00,2025-05-18 12:00:00,108,1,1,0,0,27707381
0,0,13142,48,351,258,2025-05-04 04:00:00,2025-05-04 12:00:00,109,3,1,0,0,26581728
1,2,199,51,600,186,2025-05-14 23:00:00,2025-05-15 02:00:00,0,4,3,0,0,27902565
0,1,1,60,900,225,2025-05-02 20:00:00,2025-05-03 00:00:00,12,4,2,0,0,26704585
0,1,12956,55,379,189,2025-05-01 17:00:00,2025-05-01 19:00:00,21,3,3,0,0,25470530
1,3,13142,12,239,117,2025-05-15 18:00:00,2025-05-16 03:00:00,15,1,2,0,0,27263873
2,3,63604,33,366,204,2025-05-18 20:00:00,2025-05-18 23:00:00,63,3,1,0,0,26423624
0,0,12307,35,711,60,2025-05-17 18:00:00,2025-05-18 03:00:00,13,4,2,0,0,27647669
0,3,12545,66,1,232,2025-05-09 12:00:00,2025-05-09 19:00:00,15,3,3,0,0,27879557
0,1,235,37,621,225,2025-05-14 11:00:00,2025-05-14 17:00:00,108,4,3,0,0,26510676
1,0,12301,63,890,223,2025-05-04 10:00:00,2025-05-04 13:00:00,12,1,2,0,0,27045281
2,0,13142,22,163,123,2025-05-03 01:00:00,2025-05-03 08:00:00,12,1,3,0,0,25557678
1,3,13203,43,572,189,2025-05-12 16:00:00,2025-05-12 19:00:00,0,4,1,0,0,26126518
1,1,13933,50,551,162,2025-05-07 21:00:00,2025-05-08 03:00:00,107,1,2,0,0,27578101
2,0,12545,66,767,134,2025-05-11 02:00:00,2025-05-11 10:00:00,21,4,1,0,0,25459049
1,1,14152,12,176,142,2025-05-16 16:00:00,2025-05-16 21:00:00,109,4,1,0,0,27627632
2,1,327,29,702,60,2025-05-07 19:00:00,2025-05-07 22:00:00,108,4,3,0,0,27811719
0,1,13142,47,89,192,2025-05-14 11:00:00,2025-05-14 17:00:00,108,3,2,0,0,27609649
2,3,119,34,843,230,2025-05-03 07:00:00,2025-05-03 15:00:00,109,1,1,0,0,27748060
0,2,12587,23,1014,165,2025-05-02 14:00:00,2025-05-02 17:00:00,109,3,1,0,0,26051714
1,2,12305,43,832,65,2025-05-14 06:00:00,2025-05-14 11:00:00,109,3,2,0,0,27898621
1,0,12307,59,102,125,2025-05-06 07:00:00,2025-05-06 16:00:00,0,1,3,0,0,27964539
0,1,2,23,841,145,2025-05-17 06:00:00,2025-05-17 09:00:00,109,3,1,0,0,25765945
1,3,236,55,467,232,2025-05-06 01:00:00,2025-05-06 03:00:00,109,4,2,0,0,26944369
2,1,12306,38,541,186,2025-05-11 06:00:00,2025-05-11 14:00:00,15,3,2,0,0,27407499
0,1,13933,49,1007,111,2025-05-08 17:00:00,2025-05-09 00:00:00,63,4,1,0,0,27547329
1,3,236,5,1013,166,2025-05-09 15:00:00,2025-05-10 00:00:00,12,1,1,0,0,27724885
0,2,12350,49,478,145,2025-05-14 02:00:00,2025-05-14 06:00:00,109,3,1,0,0,25632943
2,1,12307,64,505,165,2025-05-13 15:00:00,2025-05-13 18:00:00,15,1,3,0,0,25762332
2,1,199,12,327,189,2025-05-17 04:00:00,2025-05-17 09:00:00,107,4,3,0,0,26904089
1,2,199,54,888,221,2025-05-10 22:00:00,2025-05-10 23:00:00,12,3,2,0,0,27863529
2,3,1,21,1013,129,2025-05-09 22:00:00,2025-05-10 03:00:00,21,4,2,0,0,27885981
0,0,12301,16,373,209,2025-05-13 03:00:00,2025-05-13 06:00:00,12,4,1,0,0,27415616
2,2,12307,58,587,186,2025-05-10 07:00:00,2025-05-10 08:00:00,0,4,2,0,0,25556377
0,0,12305,35,891,192,2025-05-04 15:00:00,2025-05-04 18:00:00,109,1,3,0,0,27079039
0,0,12545,29,477,197,2025-05-02 00:00:00,2025-05-02 05:00:00,12,1,2,0,0,26366733
2,2,32,4,665,230,2025-05-18 20:00:00,2025-05-19 01:00:00,107,1,2,0,0,25737224
1,1,186,2,561,55,2025-05-10 03:00:00,2025-05-10 11:00:00,0,3,1,0,0,25476411
2,0,327,5,461,61,2025-05-12 10:00:00,2025-05-12 11:00:00,109,4,1,0,0,27701599
